timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, HANDOVER_LEFT
1.6461450714780972e+18,3538.0,-3785.0,6832.0,1
1.646145071530767e+18,3129.0,-4140.0,6825.0,1
1.6461450715778747e+18,3025.0,-3760.0,6667.0,1
1.6461450716275428e+18,3494.0,-3788.0,6301.0,1
1.646145071674374e+18,3477.0,-3540.0,6777.0,1
1.646145071725324e+18,3496.0,-3420.0,6718.0,1
1.6461450717819996e+18,3453.0,-2613.0,6073.0,1
1.6461450718278292e+18,3073.0,-3613.0,4639.0,1
1.646145071883143e+18,3896.0,-4062.0,2888.0,1
1.646145071883143e+18,3896.0,-4062.0,2888.0,1
1.6461450719859392e+18,3747.0,-4084.0,2879.0,1
1.6461450720306258e+18,4506.0,-4065.0,3275.0,1
1.646145306174884e+18,-1222.0,-6815.0,1417.0,1
1.6461453062243208e+18,3102.0,-7958.0,4693.0,1
1.6461453062710518e+18,3180.0,-8017.0,4834.0,1
1.646145306323707e+18,3445.0,-7229.0,4644.0,1
1.646145306373782e+18,3808.0,-6235.0,4924.0,1
1.646145306424014e+18,4164.0,-4976.0,4606.0,1
1.6461453064741635e+18,3670.0,-2490.0,4970.0,1
1.6461453065255974e+18,2874.0,-1306.0,5101.0,1
1.6461453065726502e+18,2684.0,-2313.0,5627.0,1
1.6461453066237294e+18,2878.0,-1118.0,6099.0,1
1.646145306673404e+18,2511.0,-2097.0,6849.0,1
1.6461453067272172e+18,2289.0,-2294.0,6368.0,1
1.6461453067729802e+18,2722.0,-1943.0,6597.0,1
1.646145306828294e+18,3950.0,-1911.0,7269.0,1
1.6461453068729254e+18,3649.0,-2882.0,7923.0,1
1.6461453069235336e+18,2996.0,-3944.0,8033.0,1
1.6461453069738227e+18,3190.0,-3857.0,7508.0,1
1.6461453070229212e+18,2858.0,-2475.0,7619.0,1
1.6461453070753457e+18,3231.0,-1100.0,7270.0,1
1.6461453071247544e+18,2919.0,-3971.0,6415.0,1
1.6461453071713938e+18,2164.0,-4602.0,6236.0,1
1.6461453072441e+18,2613.0,-5363.0,6490.0,1
1.6461453072441e+18,2613.0,-5363.0,6490.0,1
1.6461453073189238e+18,2623.0,-4881.0,6487.0,1
1.6461453073816302e+18,2593.0,-4344.0,6506.0,1
1.6461453073816302e+18,2593.0,-4344.0,6506.0,1
1.6461453073816302e+18,2593.0,-4344.0,6506.0,1
1.6461453073816302e+18,2593.0,-4344.0,6506.0,1
1.6461453076799834e+18,2556.0,-3827.0,6557.0,1
1.6461453076799834e+18,2556.0,-3827.0,6557.0,1
1.6461453076799834e+18,2556.0,-3827.0,6557.0,1
1.6461453076974559e+18,2469.0,-3129.0,6732.0,1
1.646145307831438e+18,2441.0,-3058.0,6862.0,1
1.646145307831438e+18,2441.0,-3058.0,6862.0,1
1.6461453078836813e+18,2421.0,-3137.0,7005.0,1
1.6461453078836813e+18,2421.0,-3137.0,7005.0,1
1.6461453079898115e+18,2422.0,-3289.0,7133.0,1
1.6461453079898115e+18,2422.0,-3289.0,7133.0,1
1.6461453081472202e+18,2442.0,-3471.0,7260.0,1
1.6461453081472202e+18,2442.0,-3471.0,7260.0,1
1.6461453081472202e+18,2442.0,-3471.0,7260.0,1
1.6461453082104256e+18,2462.0,-3648.0,7359.0,1
1.6461453082654177e+18,2465.0,-3809.0,7433.0,1
1.6461453083268813e+18,2471.0,-3961.0,7478.0,1
1.6461453083268813e+18,2471.0,-3961.0,7478.0,1
1.6461453084552899e+18,2470.0,-4124.0,7518.0,1
1.6461453084552899e+18,2470.0,-4124.0,7518.0,1
1.6461453085282865e+18,2474.0,-4268.0,7547.0,1
1.6461453085809078e+18,2548.0,-4425.0,7477.0,1
1.6461453086223283e+18,-416.0,-3175.0,5370.0,1
1.6461453086783017e+18,510.0,-2281.0,2766.0,1
1.6461453087253844e+18,418.0,-1537.0,2902.0,1
1.6461453087773348e+18,1038.0,63.0,2216.0,1
1.6461453088301965e+18,-248.0,-4062.0,3582.0,1
1.6461453088764096e+18,-67.0,-6594.0,3967.0,1
1.6461453089306752e+18,-1655.0,-10815.0,5181.0,1
