timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, HANDOVER_LEFT
1.6461453063751073e+18,743.0,8462.0,304.0,1
1.6461453064231145e+18,705.0,8489.0,290.0,1
1.6461453064745725e+18,699.0,8780.0,128.0,1
1.6461453065264207e+18,571.0,8740.0,322.0,1
1.6461453065703992e+18,523.0,8780.0,317.0,1
1.646145306624557e+18,515.0,8548.0,412.0,1
1.6461453066732756e+18,561.0,8450.0,510.0,1
1.6461453067260209e+18,469.0,8330.0,376.0,1
1.646145306770207e+18,450.0,8341.0,291.0,1
1.64614530682909e+18,587.0,8223.0,345.0,1
1.6461453068711483e+18,702.0,8303.0,463.0,1
1.6461453069243794e+18,547.0,8660.0,386.0,1
1.6461453069719286e+18,578.0,9039.0,600.0,1
1.6461453070254257e+18,572.0,8567.0,1266.0,1
1.646145307075849e+18,854.0,7959.0,1527.0,1
1.6461453071245117e+18,225.0,7023.0,2389.0,1
1.646145307176066e+18,-74.0,8219.0,2682.0,1
1.6461453072282317e+18,-4.0,6986.0,3205.0,1
1.6461453072771264e+18,25.0,8230.0,4857.0,1
1.6461453073237637e+18,-287.0,9445.0,4182.0,1
1.6461453073753157e+18,-454.0,8195.0,5689.0,1
1.6461453074248492e+18,-532.0,5220.0,5884.0,1
1.64614530747758e+18,170.0,5774.0,4897.0,1
1.646145307525336e+18,9.0,5114.0,4405.0,1
1.6461453075813668e+18,-15.0,5419.0,859.0,1
1.6461453076239276e+18,662.0,8298.0,-2673.0,1
1.6461453076762335e+18,2043.0,7447.0,-3787.0,1
1.6461453077258266e+18,2612.0,9323.0,-4603.0,1
1.6461453077778348e+18,1513.0,5330.0,-1291.0,1
1.6461453078238185e+18,-1047.0,10146.0,-1091.0,1
1.6461453078789655e+18,-2297.0,8338.0,740.0,1
1.6461453079247424e+18,-3241.0,9650.0,507.0,1
1.646145307973935e+18,-3430.0,9004.0,-90.0,1
1.6461453080253842e+18,-3314.0,8308.0,-54.0,1
1.6461453080748221e+18,-3228.0,7340.0,183.0,1
1.646145308124159e+18,-2989.0,7907.0,-9.0,1
1.6461453081753713e+18,-2857.0,8096.0,-350.0,1
1.6461453082255718e+18,-2771.0,7742.0,-187.0,1
1.6461453082790008e+18,-2693.0,7751.0,-460.0,1
1.646145308324357e+18,-2616.0,7990.0,-418.0,1
1.646145308379001e+18,-2504.0,7879.0,-150.0,1
1.6461453084254845e+18,-2431.0,7612.0,-389.0,1
1.6461453084745772e+18,-2251.0,8008.0,-664.0,1
1.6461453085246638e+18,-2302.0,8019.0,160.0,1
1.6461453085786929e+18,-2525.0,7152.0,-14.0,1
1.6461453086250964e+18,-2405.0,7166.0,-270.0,1
1.6461453086760259e+18,-1219.0,8401.0,-1286.0,1
1.6461453087238966e+18,-1334.0,8253.0,-205.0,1
1.6461453087762826e+18,-1733.0,10100.0,-687.0,1
1.6461453088296026e+18,-1622.0,8860.0,915.0,1
1.6461453088736233e+18,-2502.0,4682.0,2561.0,1
1.6461453089302595e+18,-457.0,7777.0,2458.0,1
