timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_LEFT
1.6450220658224187e+18,-48.0,3303.0,7620.0,1
1.645022065875276e+18,-48.0,3234.0,7580.0,1
1.6450220659267318e+18,37.0,3236.0,7753.0,1
1.6450220659742804e+18,-41.0,3238.0,7677.0,1
1.645022066032204e+18,-72.0,3188.0,7714.0,1
1.6450220660742428e+18,-15.0,3116.0,7777.0,1
1.6450220661317097e+18,-41.0,3170.0,7629.0,1
1.6450220661743245e+18,-1.0,3439.0,7806.0,1
1.6450220662307034e+18,-184.0,3335.0,7420.0,1
1.645022066273958e+18,-233.0,3448.0,7407.0,1
1.645022066323535e+18,-304.0,3180.0,7731.0,1
1.645022066373843e+18,-116.0,3186.0,7520.0,1
1.645022066430962e+18,-470.0,2741.0,8064.0,1
1.6450220664742715e+18,-476.0,3165.0,7776.0,1
1.645022066530721e+18,-359.0,2837.0,7614.0,1
1.6450220665747282e+18,-559.0,2797.0,7683.0,1
1.6450220666287552e+18,-722.0,2941.0,7357.0,1
