timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY2_RIGHT
1.6449320383014915e+18,-8451.0,-382.0,1641.0,1
1.644932038355905e+18,-9152.0,-277.0,1377.0,1
1.6449320383997896e+18,-7047.0,-124.0,446.0,1
1.6449320384485263e+18,-8463.0,-1834.0,-711.0,1
1.6449320385026836e+18,-7844.0,-2988.0,-2582.0,1
1.644932038552245e+18,-5464.0,-3605.0,-2904.0,1
1.644932038603346e+18,-7549.0,-3666.0,-913.0,1
1.6449320386500355e+18,-7888.0,-1907.0,-558.0,1
1.644932038698195e+18,-7612.0,-1847.0,-653.0,1
1.6449320387556498e+18,-8956.0,-3553.0,-990.0,1
1.6449320388003308e+18,-7554.0,-2278.0,-1917.0,1
1.644932038852031e+18,-5529.0,-1756.0,-2273.0,1
1.6449320389026941e+18,-7276.0,-2318.0,-4165.0,1
1.6449320389574671e+18,-8214.0,-3249.0,-3833.0,1
1.6449320390025713e+18,-9320.0,-3377.0,-3247.0,1
1.6449320390535667e+18,-9412.0,-3522.0,-2250.0,1
1.6449320391002865e+18,-8299.0,-3280.0,-2118.0,1
1.6449320391520468e+18,-7993.0,-2335.0,-2695.0,1
