timestamp,a_right_backPose,b_right_backPose,c_right_backPose, BOLT_LEFT
1.6449325092926592e+18,-6933.0,-3395.0,-2531.0,1
1.6449325093428767e+18,-6963.0,-3876.0,-2637.0,1
1.644932509388019e+18,-7044.0,-3832.0,-2540.0,1
1.6449325094240325e+18,-6921.0,-3645.0,-2509.0,1
1.6449325094879058e+18,-7054.0,-3590.0,-2553.0,1
1.6449325095289196e+18,-7061.0,-3609.0,-2561.0,1
1.64493250958788e+18,-7135.0,-3716.0,-2484.0,1
1.6449325096364242e+18,-7174.0,-3774.0,-2428.0,1
1.6449325096702548e+18,-7161.0,-3794.0,-2414.0,1
1.6449325097423567e+18,-6895.0,-3725.0,-2507.0,1
1.64493250979462e+18,-7148.0,-3795.0,-2522.0,1
1.644932509844446e+18,-7189.0,-3668.0,-2485.0,1
1.644932509884674e+18,-7167.0,-3662.0,-2380.0,1
1.6449325099453765e+18,-6843.0,-3732.0,-2602.0,1
1.644932510017238e+18,-6761.0,-3850.0,-2696.0,1
1.6449325100378158e+18,-6971.0,-3777.0,-2614.0,1
1.6449325100801997e+18,-7011.0,-3697.0,-2607.0,1
1.6449325101435553e+18,-7010.0,-3637.0,-2616.0,1
1.6449325101925642e+18,-7074.0,-3757.0,-2802.0,1
1.6449325102450954e+18,-6996.0,-3723.0,-2516.0,1
1.644932510287065e+18,-6943.0,-3581.0,-2660.0,1
1.644932510340046e+18,-7099.0,-3591.0,-2693.0,1
1.644932510405537e+18,-6930.0,-3652.0,-2529.0,1
1.6449325104421102e+18,-6933.0,-3646.0,-2533.0,1
1.644932510494436e+18,-6981.0,-3685.0,-2655.0,1
1.6449325105565036e+18,-6995.0,-3702.0,-2660.0,1
1.6449325105951475e+18,-6993.0,-3638.0,-2657.0,1
1.6449325106455875e+18,-7078.0,-3725.0,-2762.0,1
1.6449325106951936e+18,-7006.0,-3733.0,-2642.0,1
1.644932510741888e+18,-6924.0,-3638.0,-2829.0,1
1.6449325107963226e+18,-6865.0,-3637.0,-2727.0,1
1.6449325108454218e+18,-6997.0,-3650.0,-2747.0,1
1.6449325108921021e+18,-6806.0,-3688.0,-3070.0,1
1.6449325109416274e+18,-6830.0,-3610.0,-3017.0,1
1.6449325109944443e+18,-7036.0,-3533.0,-2888.0,1
1.6449325110407409e+18,-6851.0,-3447.0,-2982.0,1
1.6449325110938772e+18,-6872.0,-3569.0,-2996.0,1
1.6449325111417418e+18,-6720.0,-3677.0,-3136.0,1
1.644932511195136e+18,-6888.0,-3549.0,-3144.0,1
1.6449325112455857e+18,-6785.0,-3591.0,-3213.0,1
1.644932511296074e+18,-6814.0,-3511.0,-3116.0,1
1.6449325113456602e+18,-6935.0,-3482.0,-3112.0,1
1.6449325113889336e+18,-6888.0,-3624.0,-3107.0,1
1.644932511453443e+18,-6796.0,-3643.0,-3084.0,1
1.644932511496477e+18,-7105.0,-3472.0,-2812.0,1
1.6449325115469663e+18,-6760.0,-3721.0,-2769.0,1
1.6449325115951053e+18,-6708.0,-3945.0,-3124.0,1
1.6449325116436895e+18,-6876.0,-3889.0,-2874.0,1
1.6449325116943078e+18,-6793.0,-3851.0,-2851.0,1
1.6449325117466888e+18,-6677.0,-3862.0,-2854.0,1
1.6449325117939018e+18,-6716.0,-3771.0,-2801.0,1
1.6449325118446113e+18,-6871.0,-3858.0,-2764.0,1
1.6449325118950607e+18,-6860.0,-3841.0,-2779.0,1
1.6449325119452772e+18,-6759.0,-3829.0,-2787.0,1
1.644932511997272e+18,-6950.0,-3803.0,-2605.0,1
1.6449325120445317e+18,-6827.0,-3913.0,-2682.0,1
1.6449325120950584e+18,-6856.0,-4030.0,-2761.0,1
1.6449325121486866e+18,-6879.0,-3976.0,-2724.0,1
1.644932512194551e+18,-6804.0,-3744.0,-2567.0,1
1.6449325122442778e+18,-6855.0,-3906.0,-2778.0,1
1.6449325122953341e+18,-6880.0,-3808.0,-2796.0,1
1.6449325123487706e+18,-6813.0,-3741.0,-2781.0,1
1.6449325123940467e+18,-6991.0,-3848.0,-2795.0,1
1.6449325124449318e+18,-6716.0,-3757.0,-2863.0,1
1.644932512495958e+18,-6975.0,-3655.0,-2865.0,1
1.644932512548663e+18,-6872.0,-3732.0,-2843.0,1
1.6449325125962179e+18,-6836.0,-3699.0,-2993.0,1
1.6449325126439012e+18,-6700.0,-3749.0,-3113.0,1
1.6449325126943596e+18,-6764.0,-3859.0,-3147.0,1
1.6449325127466557e+18,-6752.0,-3527.0,-3016.0,1
1.6449325127931113e+18,-6889.0,-3293.0,-2976.0,1
1.6449325128458115e+18,-6997.0,-3365.0,-2920.0,1
1.6449325128923904e+18,-6884.0,-3458.0,-3042.0,1
1.644932512945837e+18,-6720.0,-3907.0,-3202.0,1
1.6449325129955643e+18,-6804.0,-3702.0,-2979.0,1
1.644932513045806e+18,-6890.0,-3726.0,-3030.0,1
1.6449325130924818e+18,-6642.0,-3873.0,-3100.0,1
1.6449325131452598e+18,-6904.0,-3656.0,-2760.0,1
1.6449325132061606e+18,-7214.0,-3350.0,-2548.0,1
1.644932513245978e+18,-6848.0,-3491.0,-2666.0,1
1.6449325132971174e+18,-7010.0,-3562.0,-2704.0,1
1.644932513350236e+18,-6862.0,-4011.0,-2882.0,1
1.6449325134010675e+18,-7204.0,-3542.0,-2558.0,1
1.644932513449919e+18,-6945.0,-3517.0,-2707.0,1
1.6449325134967626e+18,-7265.0,-3648.0,-2477.0,1
1.6449325135452634e+18,-6772.0,-3665.0,-2821.0,1
1.6449325135963894e+18,-6850.0,-3623.0,-2857.0,1
1.644932513644952e+18,-7021.0,-3711.0,-2691.0,1
1.644932513697911e+18,-6928.0,-3645.0,-2755.0,1
1.6449325137461824e+18,-6928.0,-3540.0,-2840.0,1
1.6449325138012324e+18,-6998.0,-3576.0,-2717.0,1
1.6449325138458719e+18,-6930.0,-3599.0,-2768.0,1
1.6449325138971832e+18,-6774.0,-3795.0,-3145.0,1
1.6449325139461914e+18,-7249.0,-3546.0,-2673.0,1
1.6449325140014812e+18,-6949.0,-3408.0,-2835.0,1
1.6449325140454075e+18,-7087.0,-3525.0,-2952.0,1
1.6449325141013005e+18,-6690.0,-3467.0,-3017.0,1
1.6449325141444728e+18,-6960.0,-3523.0,-3057.0,1
1.6449325142001027e+18,-6908.0,-3545.0,-3034.0,1
1.644932514245341e+18,-6748.0,-3573.0,-3056.0,1
1.644932514296306e+18,-7008.0,-3486.0,-3059.0,1
1.6449325143451546e+18,-6833.0,-3460.0,-2925.0,1
1.644932514398268e+18,-6930.0,-3643.0,-2956.0,1
1.6449325144479634e+18,-6924.0,-3723.0,-2932.0,1
1.6449325144987602e+18,-6743.0,-3717.0,-2965.0,1
1.6449325145466045e+18,-6901.0,-3732.0,-2959.0,1
1.6449325145995873e+18,-6761.0,-3928.0,-2863.0,1
1.6449325146451753e+18,-6862.0,-3620.0,-2834.0,1
1.6449325147006559e+18,-6908.0,-3868.0,-2829.0,1
1.6449325147456346e+18,-7137.0,-3586.0,-2458.0,1
1.6449325148008548e+18,-7114.0,-3332.0,-2659.0,1
1.6449325148515487e+18,-7304.0,-3302.0,-2327.0,1
1.644932514898095e+18,-6586.0,-4327.0,-3056.0,1
1.6449325149517652e+18,-7072.0,-4132.0,-2927.0,1
1.644932514998461e+18,-7024.0,-3583.0,-2822.0,1
1.6449325150526054e+18,-7661.0,-2758.0,-2529.0,1
1.6449325150970066e+18,-7456.0,-2483.0,-2448.0,1
1.644932515153458e+18,-7319.0,-2859.0,-3337.0,1
1.6449325152032113e+18,-7832.0,-2612.0,-2983.0,1
1.6449325152511552e+18,-9685.0,-1069.0,-2371.0,1
1.644932515298147e+18,-9496.0,-2724.0,-724.0,1
1.6449325153493898e+18,-7950.0,-3627.0,-570.0,1
1.6449325153984947e+18,-4329.0,-7363.0,-2311.0,1
1.644932515450715e+18,-3550.0,-6396.0,-2865.0,1
1.644932515499355e+18,-2856.0,-5049.0,-5932.0,1
