timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, ASSEMBLY2_RIGHT
1.6455431752828303e+18,-4611.0,-3833.0,5671.0,1
1.6455431753314808e+18,-4919.0,-4327.0,6331.0,1
1.645543175382719e+18,-4307.0,-4087.0,5836.0,1
1.6455431754297682e+18,-4704.0,-3324.0,6277.0,1
1.6455431754840264e+18,-4667.0,-4474.0,5926.0,1
1.6455431755295365e+18,-4836.0,-3736.0,5616.0,1
1.6455431755830605e+18,-4599.0,-4657.0,5701.0,1
1.64554317563955e+18,-4863.0,-3618.0,6090.0,1
1.6455431756821622e+18,-4901.0,-4322.0,5776.0,1
1.6455431757362716e+18,-4599.0,-4027.0,5470.0,1
1.645543175783486e+18,-4596.0,-4057.0,5691.0,1
1.6455431758357706e+18,-4476.0,-4695.0,5914.0,1
1.6455431758836357e+18,-4740.0,-4393.0,5682.0,1
1.6455431759324193e+18,-4623.0,-4661.0,5675.0,1
1.6455431759870943e+18,-4650.0,-4072.0,5512.0,1
1.6455431760391818e+18,-4414.0,-4128.0,5410.0,1
1.6455431760798833e+18,-4700.0,-4312.0,5853.0,1
1.6455431761369628e+18,-4512.0,-4384.0,5364.0,1
1.645543176184355e+18,-4769.0,-4436.0,5620.0,1
1.6455431762352174e+18,-4673.0,-4403.0,5615.0,1
1.6455431762856123e+18,-4597.0,-4000.0,5863.0,1
1.6455431763371336e+18,-4614.0,-4290.0,5737.0,1
1.6455431763832955e+18,-4723.0,-4103.0,5555.0,1
1.6455431764350446e+18,-4655.0,-4349.0,5636.0,1
1.6455431764792883e+18,-4738.0,-4252.0,5976.0,1
1.6455431765336392e+18,-4591.0,-4348.0,5752.0,1
1.6455431765862612e+18,-4671.0,-4402.0,5536.0,1
1.645543176633981e+18,-4658.0,-3987.0,5751.0,1
1.6455431766837473e+18,-4645.0,-4399.0,6331.0,1
1.6455431767335114e+18,-4660.0,-3337.0,5472.0,1
1.6455431767844554e+18,-4549.0,-3789.0,6314.0,1
1.645543176834273e+18,-4895.0,-4171.0,6071.0,1
1.645543176883448e+18,-4963.0,-4107.0,5651.0,1
1.6455431769349668e+18,-5215.0,-3660.0,5187.0,1
1.6455431769797143e+18,-5157.0,-1093.0,4173.0,1
1.6455431770342103e+18,-3927.0,-5213.0,6548.0,1
1.645543177083582e+18,-3915.0,-3785.0,6856.0,1
1.6455431771338655e+18,-5045.0,-4133.0,7626.0,1
1.64554317718678e+18,-5432.0,-3384.0,6164.0,1
1.6455431772342285e+18,-4881.0,-2699.0,6234.0,1
1.6455431772883968e+18,-5100.0,-3961.0,5524.0,1
1.6455431773344942e+18,-5113.0,-3872.0,5829.0,1
1.6455431773799004e+18,-4829.0,-3629.0,5571.0,1
1.645543177436194e+18,-4888.0,-4008.0,6113.0,1
1.645543177487453e+18,-4979.0,-3812.0,5706.0,1
1.6455431775344543e+18,-4960.0,-3960.0,5571.0,1
1.6455431775886175e+18,-5087.0,-3617.0,6060.0,1
1.6455431776342057e+18,-5026.0,-3801.0,5302.0,1
1.6455431776878958e+18,-4916.0,-3751.0,5801.0,1
1.6455431777343685e+18,-5044.0,-4018.0,6162.0,1
1.6455431777886548e+18,-4897.0,-3876.0,5689.0,1
1.6455431778349192e+18,-5274.0,-4323.0,5656.0,1
1.6455431778884913e+18,-5535.0,-3476.0,5437.0,1
1.6455431779361316e+18,-5616.0,-2757.0,6252.0,1
1.6455431779907133e+18,-4720.0,-3891.0,5812.0,1
1.6455431780356585e+18,-4331.0,-4330.0,6038.0,1
1.6455431780910618e+18,-4202.0,-5312.0,6229.0,1
1.6455431781289682e+18,-4662.0,-3211.0,5771.0,1
1.6455431782192927e+18,-4733.0,-3067.0,5693.0,1
1.6455431782350518e+18,-4659.0,-3614.0,6184.0,1
1.6455431782851151e+18,-5000.0,-2750.0,6794.0,1
1.6455431783288817e+18,-4625.0,-3744.0,7141.0,1
1.6455431783869507e+18,-5132.0,-4028.0,5655.0,1
1.6455431784375547e+18,-4815.0,-3528.0,5410.0,1
1.6455431784897283e+18,-5063.0,-4207.0,6375.0,1
1.645543178538181e+18,-4770.0,-4241.0,5803.0,1
1.645543178587021e+18,-4841.0,-3907.0,5809.0,1
1.6455431786388856e+18,-4926.0,-4385.0,6039.0,1
1.6455431786882555e+18,-4945.0,-4290.0,6409.0,1
1.645543178737054e+18,-5461.0,-3006.0,6038.0,1
1.645543178789353e+18,-7797.0,-1619.0,6077.0,1
1.6455431788449564e+18,-9008.0,-1144.0,6078.0,1
1.645543178886528e+18,-6812.0,-2709.0,4512.0,1
1.6455431789268086e+18,-4718.0,-4107.0,4871.0,1
1.6455431789954616e+18,-4460.0,-4190.0,4925.0,1
1.6455431790409231e+18,-574.0,-5104.0,3495.0,1
1.6455431790899484e+18,-1109.0,-7157.0,5157.0,1
1.6455431791406845e+18,-2865.0,-5365.0,7759.0,1
1.6455431832428813e+18,679.0,-11184.0,-731.0,1
1.6455431832907412e+18,-906.0,-3459.0,303.0,1
1.6455431833452265e+18,-812.0,-2194.0,1726.0,1
1.645543183392269e+18,-1553.0,5350.0,2187.0,1
1.645543183442466e+18,-1809.0,6597.0,5008.0,1
1.6455431834829391e+18,-1302.0,4034.0,6974.0,1
1.6455431835205207e+18,-1213.0,3749.0,7143.0,1
1.6455431835961428e+18,-1186.0,3488.0,7237.0,1
1.6455431836443648e+18,-1021.0,-5869.0,8975.0,1
1.6455431836954563e+18,-848.0,-4642.0,9171.0,1
1.6455431837423603e+18,-1358.0,-3488.0,8331.0,1
1.645543183795223e+18,-3047.0,-1665.0,7761.0,1
1.6455431838426995e+18,-4317.0,-2722.0,8468.0,1
1.645543183894554e+18,-4305.0,-4256.0,7163.0,1
1.645543183939383e+18,-3394.0,-4906.0,6864.0,1
1.6455431839944512e+18,-3361.0,-5326.0,5368.0,1
1.6455431840433633e+18,-3988.0,-3742.0,5538.0,1
1.6455431840952202e+18,-4080.0,-5511.0,5414.0,1
1.6455431841450028e+18,-4008.0,-5286.0,6124.0,1
1.6455431841957844e+18,-4903.0,-2279.0,7031.0,1
1.645543184243441e+18,-4832.0,-3488.0,6991.0,1
1.6455431842953715e+18,-4767.0,-2744.0,6488.0,1
1.6455431843433902e+18,-4712.0,-4216.0,6681.0,1
1.6455431843942874e+18,-4123.0,-4199.0,6074.0,1
1.6455431844440778e+18,-4166.0,-4915.0,6122.0,1
1.6455431844962204e+18,-4252.0,-4874.0,6119.0,1
1.6455431845433165e+18,-4342.0,-4351.0,6190.0,1
1.6455431845950592e+18,-4378.0,-3926.0,6254.0,1
1.6455431846430308e+18,-4383.0,-3635.0,6264.0,1
1.6455431846932818e+18,-4349.0,-4067.0,6165.0,1
1.6455431847433917e+18,-4265.0,-3896.0,6134.0,1
1.6455431847936543e+18,-4325.0,-4357.0,6203.0,1
1.6455431848427182e+18,-4271.0,-4289.0,5909.0,1
1.6455431848978816e+18,-4285.0,-3927.0,5934.0,1
1.6455431849431864e+18,-4496.0,-3816.0,6203.0,1
1.64554318499815e+18,-4334.0,-3767.0,6323.0,1
1.645543185043566e+18,-4365.0,-3941.0,6283.0,1
1.6455431850906714e+18,-4435.0,-3828.0,6214.0,1
1.6455431851493015e+18,-4350.0,-3647.0,6091.0,1
1.6455431851991437e+18,-4459.0,-4025.0,6069.0,1
1.6455431852489871e+18,-4876.0,-3490.0,6067.0,1
1.6455431852996562e+18,-4964.0,-3010.0,5614.0,1
1.6455431853487055e+18,-5356.0,-2512.0,5766.0,1
1.6455431853962437e+18,-5268.0,-3247.0,5391.0,1
1.64554318544982e+18,-4212.0,-4886.0,5129.0,1
1.6455431854951165e+18,-4619.0,-4494.0,5323.0,1
1.6455431855496622e+18,-3972.0,-6386.0,5404.0,1
1.6455431855922903e+18,-4268.0,-4047.0,5738.0,1
1.6455431856540078e+18,-3718.0,-5571.0,6298.0,1
1.6455431856966538e+18,-3991.0,-4227.0,6385.0,1
1.645543185719197e+18,-3879.0,-4153.0,6330.0,1
1.645543185719197e+18,-3879.0,-4153.0,6330.0,1
1.6455431859292424e+18,-3920.0,-3913.0,6450.0,1
1.6455431859292424e+18,-3920.0,-3913.0,6450.0,1
1.6455431859484518e+18,-4020.0,-3643.0,6674.0,1
1.645543185992577e+18,-5833.0,-2978.0,6781.0,1
1.6455431860471532e+18,-7198.0,-2304.0,7222.0,1
1.645543186093315e+18,-8135.0,-2154.0,6119.0,1
1.6455431861472566e+18,-9506.0,-4704.0,4874.0,1
1.6455431861957637e+18,-7248.0,-5310.0,3451.0,1
1.6455431862587374e+18,-5494.0,-4734.0,3064.0,1
1.645543186297881e+18,-451.0,-5094.0,3270.0,1
1.6455431863407132e+18,675.0,-5828.0,4316.0,1
1.6455431863407132e+18,675.0,-5828.0,4316.0,1
1.6455431864567086e+18,666.0,-5876.0,4434.0,1
1.6455431864959334e+18,-1875.0,-2288.0,7417.0,1
1.6455431865482097e+18,-5617.0,-2724.0,8125.0,1
1.6455431865985905e+18,-6753.0,-3316.0,9883.0,1
1.645543186647889e+18,-5707.0,-3162.0,7420.0,1
1.6455431866958848e+18,-6141.0,-2149.0,6894.0,1
1.6455431867478953e+18,-6526.0,-2175.0,5912.0,1
1.645543186796102e+18,-6837.0,-1691.0,6022.0,1
1.645543186848923e+18,-5764.0,-910.0,6125.0,1
1.6455431869018514e+18,-4461.0,-1809.0,6058.0,1
1.6455431869482335e+18,-4092.0,-3369.0,6077.0,1
1.645543187000338e+18,-4565.0,-3924.0,7448.0,1
1.645543187045781e+18,-4333.0,-2822.0,8198.0,1
1.645543187095603e+18,-3925.0,-5172.0,8052.0,1
