timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_LEFT
1.6450217531345733e+18,-4653.0,-2416.0,-6025.0,1
1.6450217531861586e+18,-4828.0,-2394.0,-5775.0,1
1.6450217532303337e+18,-5693.0,-2012.0,-5365.0,1
1.6450217532865393e+18,-6176.0,-1724.0,-5023.0,1
1.6450217533310374e+18,-6532.0,-1669.0,-4824.0,1
1.6450217533846433e+18,-7114.0,-1808.0,-4540.0,1
1.6450217534351624e+18,-7951.0,-1427.0,-4520.0,1
1.645021753486674e+18,-8007.0,-2210.0,-4248.0,1
1.6450217535354365e+18,-7557.0,-2546.0,-3538.0,1
1.6450217535853988e+18,-7122.0,-2345.0,-3355.0,1
1.645021753635409e+18,-6334.0,-2178.0,-3979.0,1
1.6450217536868805e+18,-6649.0,-2062.0,-4635.0,1
1.6450217537357228e+18,-6568.0,-2271.0,-4456.0,1
1.6450217537852088e+18,-6333.0,-2202.0,-4105.0,1
1.6450217538386954e+18,-6493.0,-2050.0,-4293.0,1
1.6450217538867594e+18,-6923.0,-1937.0,-4329.0,1
1.6450217539403876e+18,-6755.0,-2024.0,-4451.0,1
1.6450217539884938e+18,-6853.0,-1997.0,-4503.0,1
1.6450217540362831e+18,-6810.0,-1964.0,-4290.0,1
1.6450217540855252e+18,-6565.0,-1552.0,-3778.0,1
1.645021754137056e+18,-5836.0,-1357.0,-3301.0,1
1.6450217541859346e+18,-6077.0,-1336.0,-2737.0,1
1.6450217542365192e+18,-7824.0,-697.0,-1028.0,1
1.645021754285443e+18,-8836.0,218.0,292.0,1
1.6450217543392102e+18,-8830.0,323.0,889.0,1
1.645021754383604e+18,-8694.0,1421.0,1051.0,1
1.6450217544365553e+18,-8358.0,1319.0,3144.0,1
1.645021754486095e+18,-7458.0,1561.0,3824.0,1
1.6450217545375089e+18,-7270.0,2049.0,4932.0,1
1.6450217545867681e+18,-6683.0,2195.0,5799.0,1
1.6450217546380877e+18,-5858.0,2113.0,6456.0,1
1.6450217546812554e+18,-6235.0,2243.0,6313.0,1
1.6450217547396641e+18,-6105.0,1838.0,5468.0,1
1.645021754785588e+18,-6401.0,1742.0,4152.0,1
1.6450217548354388e+18,-6593.0,1843.0,3871.0,1
1.6450217548856904e+18,-6747.0,2343.0,3995.0,1
1.645021754934984e+18,-7485.0,1928.0,3574.0,1
1.6450217549840827e+18,-7614.0,1807.0,3445.0,1
1.6450217550364664e+18,-7268.0,2153.0,4233.0,1
1.6450217550807636e+18,-6698.0,2247.0,4076.0,1
1.6450217551389704e+18,-7242.0,2287.0,3956.0,1
1.645021755188373e+18,-7088.0,2272.0,3835.0,1
1.6450217552381686e+18,-7455.0,2354.0,3604.0,1
1.645021755289489e+18,-7239.0,2100.0,3365.0,1
1.645021755338167e+18,-7099.0,1853.0,3185.0,1
1.6450217553916175e+18,-7253.0,2008.0,3097.0,1
1.6450217554361485e+18,-7314.0,2031.0,3190.0,1
1.6450217554889e+18,-7341.0,2091.0,3117.0,1
1.6450217555385649e+18,-7395.0,2164.0,3163.0,1
1.645021755591489e+18,-6846.0,2176.0,3329.0,1
1.6450217556310277e+18,-6828.0,1850.0,2916.0,1
1.645021755689152e+18,-6946.0,1512.0,2420.0,1
1.6450217557385884e+18,-7043.0,2268.0,2816.0,1
1.6450217557885002e+18,-6685.0,2434.0,3036.0,1
1.6450217558378598e+18,-6280.0,2219.0,2562.0,1
1.6450217558898857e+18,-5784.0,3065.0,2650.0,1
1.6450217559386388e+18,-6131.0,3611.0,2856.0,1
1.6450217559878508e+18,-6785.0,3373.0,2477.0,1
1.645021756039676e+18,-7632.0,4223.0,2413.0,1
